product_id,brand,product_type,ram,storage,color,condition,warranty,merchant_code,merchant_badge,merchant_city,merchant_province,cod,price,daily_view,total_sold
A198,apple,apple iphone 6 plus,1.0,64,gold,new,yes,131.0,RM,kota administrasi jakarta pusat,jakarta,False,5500000,5,24
A199,apple,apple iphone 6 plus,1.0,16,gold,new,yes,131.0,RM,kota administrasi jakarta pusat,jakarta,False,4500000,5,30
A2,oppo,oppo f3,4.0,64,unknown,new,yes,10.0,RM,kota tangerang selatan,banten,False,3199000,5,182
A20,apple,apple iphone 4,0.512,16,unknown,new,unknown,107.0,RM,kota administrasi jakarta utara,jakarta,False,1050000,3,14
A200,apple,apple iphone 6 plus,1.0,16,gray,new,yes,594.0,RM,kota tangerang,jakarta,False,5399000,1,28
A202,apple,apple iphone 6 plus,1.0,64,unknown,new,yes,131.0,RM,kota administrasi jakarta pusat,jakarta,False,5400000,20,45
A203,apple,apple iphone 6 plus,1.0,64,unknown,new,unknown,602.0,RM,kota administrasi jakarta barat,jakarta,False,8900000,2,2
A204,apple,apple iphone 6 plus,1.0,64,unknown,new,yes,594.0,RM,kota tangerang,jakarta,False,6449000,1,52
A205,apple,apple iphone 6 plus,1.0,64,gold,new,unknown,606.0,RM,kota tangerang,jakarta,False,4000000,15,15
A206,apple,apple iphone 6 plus,1.0,64,unknown,new,unknown,607.0,RM,kota administrasi jakarta pusat,jakarta,False,15000000,3,4
A209,apple,apple iphone 7 plus,2.0,128,unknown,new,unknown,152.0,RM,kota medan,sumatera utara,False,11000000,3,4
A21,apple,apple iphone 4,0.512,16,unknown,new,unknown,108.0,RM,kota administrasi jakarta pusat,jakarta,False,1350000,1,17
A210,apple,apple iphone 7 plus,4.0,128,black,new,yes,223.0,RM,kota administrasi jakarta pusat,jakarta,False,8900000,5,36
A211,apple,apple iphone 7 plus,3.0,128,gold,new,yes,251.0,RM,kota surabaya,jawa timur,False,11300000,3,14
A212,apple,apple iphone 7 plus,3.0,256,unknown,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,12398000,3,14
A214,apple,apple iphone 7 plus,3.0,32,unknown,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,10659000,7,69
A215,apple,apple iphone 7 plus,3.0,32,black,new,yes,240.0,RM,kota surabaya,jawa timur,False,10300000,3,8
A216,apple,apple iphone 7 plus,3.0,128,unknown,new,yes,208.0,RM,kota administrasi jakarta utara,jakarta,False,6300000,2,8
A217,apple,apple iphone 7 plus,4.0,128,gold,new,yes,223.0,RM,kota administrasi jakarta pusat,jakarta,False,9800000,3,6
A220,apple,apple iphone 7 plus,3.0,128,gold,new,yes,614.0,RM,kota administrasi jakarta utara,jakarta,False,14600000,1,2
A222,apple,apple iphone 7 plus,4.0,128,unknown,new,unknown,618.0,RM,kota bandung,jawa barat,False,13800000,3,6
A223,apple,apple iphone 7 plus,3.0,128,unknown,new,unknown,622.0,RM,kota surabaya,jawa timur,False,12300000,1,8
A224,apple,apple iphone 7 plus,3.0,256,unknown,new,unknown,623.0,RM,kota administrasi jakarta selatan,jakarta,False,14688888,4,8
A228,apple,apple iphone 7 plus,2.0,128,black,new,unknown,152.0,RM,kota medan,sumatera utara,False,12400000,1,2
A229,apple,apple iphone 7 plus,3.0,128,red,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,12299000,4,52
A23,apple,apple iphone 4,0.512,8,unknown,new,yes,111.0,RM,kota administrasi jakarta pusat,jakarta,False,1000000,3,6
A230,apple,apple iphone 7 plus,3.0,32,unknown,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,10659000,2,45
A231,apple,apple iphone 7 plus,4.0,128,silver,new,yes,282.0,RM,kota administrasi jakarta barat,jakarta,False,8100000,4,2
A232,apple,apple iphone 7 plus,3.0,128,black,new,yes,240.0,RM,kota surabaya,jawa timur,False,11550000,9,54
A234,apple,apple iphone 7 plus,3.0,128,unknown,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,11899000,1,22
A235,apple,apple iphone 7 plus,4.0,128,black,new,unknown,632.0,RM,kota administrasi jakarta pusat,jakarta,False,12200000,1,3
A236,apple,apple iphone 7 plus,3.0,128,gold,new,yes,282.0,RM,kota administrasi jakarta barat,jakarta,False,8100000,9,34
A237,apple,apple iphone 7 plus,4.0,128,black,new,yes,223.0,RM,kota administrasi jakarta pusat,jakarta,False,8900000,3,6
A238,apple,apple iphone 7 plus,4.0,128,gold,new,yes,282.0,RM,kota administrasi jakarta barat,jakarta,False,7900000,5,20
A239,apple,apple iphone 7 plus,3.0,128,unknown,new,unknown,639.0,RM,kota tangerang,jakarta,False,14750000,1,12
A24,apple,apple iphone 5,1.0,16,unknown,new,yes,112.0,RM,kota administrasi jakarta barat,jakarta,False,1875000,3,5
A240,apple,apple iphone 7 plus,3.0,128,gold,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,11899000,1,6
A242,apple,apple iphone 7 plus,4.0,128,black,new,unknown,239.0,RM,kota administrasi jakarta utara,jakarta,False,12300000,1,19
A244,apple,apple iphone 7 plus,3.0,128,unknown,new,yes,222.0,RM,kota administrasi jakarta utara,jakarta,False,11999000,1,32
A246,apple,apple iphone 7 plus,3.0,32,unknown,new,unknown,647.0,RM,kota jambi,jambi,False,2200000,3,20
A247,apple,apple iphone 7 plus,3.0,32,unknown,new,unknown,135.0,RM,kota administrasi jakarta barat,jakarta,False,1850000,6,42
A248,apple,apple iphone 7 plus,3.0,128,red,new,unknown,255.0,RM,kota medan,sumatera utara,False,13700000,1,5
A25,apple,apple iphone 5,1.0,16,black,new,unknown,113.0,RM,kota administrasi jakarta pusat,jakarta,False,2149000,2,4
A253,xiaomi,xiaomi redmi note 4,3.0,64,silver,new,unknown,696.0,RM,kota administrasi jakarta barat,jakarta,False,2160000,2,73
A254,xiaomi,xiaomi redmi note 4,3.0,64,unknown,new,unknown,697.0,RM,kota administrasi jakarta utara,jakarta,False,2500000,4,172
A255,xiaomi,xiaomi redmi note 4,4.0,64,unknown,new,unknown,288.0,RM,kota administrasi jakarta barat,jakarta,False,2699000,5,320
A259,apple,apple iphone 6s plus,2.0,16,unknown,new,yes,707.0,RM,kota administrasi jakarta utara,jakarta,False,3250000,2,44
A26,apple,apple iphone 5,1.0,64,unknown,new,unknown,108.0,RM,kota administrasi jakarta pusat,jakarta,False,2950000,5,70
A260,apple,apple iphone 6s plus,2.0,64,unknown,new,unknown,708.0,RM,kab. badung,bali,False,8600000,3,4
A262,apple,apple iphone 6s plus,2.0,64,unknown,new,yes,208.0,RM,kota administrasi jakarta utara,jakarta,False,4300000,3,4
A263,apple,apple iphone 6s plus,2.0,64,gray,new,unknown,715.0,RM,kota tangerang,jakarta,False,12200000,1,2
A264,apple,apple iphone 6s plus,2.0,64,gold,new,unknown,716.0,RM,kota lhokseumawe,aceh,False,7400000,3,4
A265,apple,apple iphone 6s plus,2.0,32,gold,new,yes,282.0,RM,kota administrasi jakarta barat,jakarta,False,5950000,14,30
A267,xiaomi,xiaomi redmi 2 prime,2.0,16,unknown,new,yes,729.0,RM,kota administrasi jakarta timur,jakarta,False,1295000,3,414
A27,apple,apple iphone 5,1.0,16,white,new,yes,114.0,RM,kota administrasi jakarta barat,jakarta,False,2090000,1,3
A271,xiaomi,xiaomi redmi note 5 pro,3.0,32,unknown,new,unknown,755.0,RM,kota pekanbaru,riau,False,2549000,36,297
A272,xiaomi,xiaomi redmi note 5 pro,2.0,16,silver,new,unknown,757.0,RM,kota administrasi jakarta barat,jakarta,False,1600000,5,138
A273,xiaomi,xiaomi redmi note 5 pro,2.0,16,gold,new,unknown,757.0,RM,kota administrasi jakarta barat,jakarta,False,1600000,3,164
A275,xiaomi,xiaomi redmi note 5 pro,3.0,32,gold,new,unknown,758.0,RM,kab. sleman,yogyakarta,False,1330000,9,642
A276,xiaomi,xiaomi redmi note 5 pro,3.0,32,gold,new,unknown,757.0,RM,kota administrasi jakarta barat,jakarta,False,1850000,3,78
A279,asus,asus  3 max ,3.0,32,unknown,new,unknown,760.0,RM,kota pekanbaru,riau,False,2100000,26,55
A28,apple,apple iphone 5,1.0,16,white,new,yes,117.0,RM,kota administrasi jakarta pusat,jakarta,False,1990000,1,2
A281,asus,asus  4 selfie lite ,3.0,32,unknown,new,yes,574.0,RM,kota administrasi jakarta pusat,jakarta,False,3497000,6,256
A282,xiaomi,xiaomi redmi note 5 ai dual camera,2.0,16,unknown,new,unknown,797.0,RM,kota administrasi jakarta pusat,jakarta,False,1950000,1,63
A283,apple,apple iphone se,2.0,64,gray,new,yes,831.0,RM,kota administrasi jakarta selatan,jakarta,False,8300000,1,7
A284,samsung,samsung galaxy c9 pro,6.0,64,unknown,new,unknown,828.0,OS,kota administrasi jakarta pusat,jakarta,False,2565000,22,17
A287,asus,asus  3 max ,2.0,32,gold,new,unknown,843.0,OS,kota administrasi jakarta pusat,jakarta,False,1580000,40,24
A289,oppo,oppo a37,4.0,16,unknown,new,unknown,983.0,PM,kota administrasi jakarta barat,jakarta,False,1749000,10,240
A29,apple,apple iphone 5,1.0,64,unknown,new,yes,119.0,RM,kota administrasi jakarta timur,jakarta,False,3050000,2,64
A291,xiaomi,xiaomi mi max 2,6.0,32,unknown,new,unknown,1498.0,PM,kota bandung,jawa barat,False,2449000,49,136
A294,apple,apple iphone se,2.0,16,gold,new,unknown,1888.0,RM,kota administrasi jakarta selatan,jakarta,False,6000000,2,6
A295,apple,apple iphone se,2.0,16,unknown,new,yes,326.0,RM,kota medan,sumatera utara,False,6800000,1,4
A297,xiaomi,xiaomi redmi note 2,2.0,16,unknown,new,yes,1433.0,PM,kota administrasi jakarta barat,jakarta,True,829999,90,132
A298,xiaomi,xiaomi redmi note 3,3.0,32,gold,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1024900,25,189
A299,xiaomi,xiaomi redmi note 3,3.0,32,unknown,new,unknown,1433.0,PM,kota administrasi jakarta barat,jakarta,False,1099999,39,33
A3,vivo,vivo v5,4.0,32,unknown,new,unknown,28.0,RM,kota administrasi jakarta barat,jakarta,False,3199000,6,220
A30,apple,apple iphone 5,1.0,16,unknown,new,yes,112.0,RM,kota administrasi jakarta barat,jakarta,False,1850000,1,22
A300,xiaomi,xiaomi redmi note 4,3.0,64,gray,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1199800,24,703
A301,xiaomi,xiaomi redmi note 4,3.0,64,unknown,new,unknown,2222.0,PM,kota administrasi jakarta pusat,jakarta,False,1819000,25,200
A302,asus,asus  go t500,1.0,8,unknown,new,unknown,1342.0,PM,kota semarang,jawa tengah,False,1012000,8,1038
A303,xiaomi,xiaomi redmi 2 prime,2.0,16,unknown,new,unknown,1433.0,PM,kota administrasi jakarta barat,jakarta,True,699999,345,2157
A304,xiaomi,xiaomi redmi 4 prime,3.0,32,gold,new,yes,2337.0,PM,kota batam,kepulauan riau,False,2650000,6,156
A305,xiaomi,xiaomi redmi note 4x,4.0,64,black,new,yes,2338.0,PM,kota administrasi jakarta pusat,jakarta,False,1250000,330,1357
A308,xiaomi,xiaomi redmi note 6 pro,3.0,32,gold,new,unknown,1499.0,PM,kota administrasi jakarta pusat,jakarta,False,1124900,72,1169
A31,apple,apple iphone 5,1.0,32,unknown,new,unknown,121.0,RM,kota administrasi jakarta barat,jakarta,False,2350000,4,8
A316,oppo,oppo a5,3.0,32,black,new,yes,3.0,PM,kota administrasi jakarta barat,jakarta,False,2799000,2,59
A317,oppo,oppo a5,3.0,32,unknown,new,unknown,983.0,PM,kota administrasi jakarta barat,jakarta,False,2399000,6,183
A319,oppo,oppo a5,3.0,32,black,new,unknown,876.0,PM,kota administrasi jakarta barat,jakarta,False,2749000,1,36
A32,apple,apple iphone 5,1.0,64,black,new,unknown,122.0,RM,kota administrasi jakarta barat,jakarta,False,3000000,1,1
A320,oppo,oppo a5,3.0,32,unknown,new,yes,875.0,PM,kota administrasi jakarta barat,jakarta,False,2725000,7,596
A323,oppo,oppo f1s,3.0,32,gold,new,unknown,983.0,PM,kota administrasi jakarta barat,jakarta,False,2800000,8,400
A328,apple,apple iphone 4,0.512,8,white,new,unknown,2795.0,PM,kota bandung,jawa barat,False,1300000,3,3
A329,apple,apple iphone 5,1.0,64,black,new,yes,2798.0,PM,kota surabaya,jawa timur,False,2500000,4,13
A33,apple,apple iphone 5,1.0,16,unknown,new,yes,123.0,RM,kota administrasi jakarta barat,jakarta,False,1680000,1,2
A330,apple,apple iphone 5,1.0,32,unknown,new,unknown,2800.0,PM,kota administrasi jakarta pusat,jakarta,False,2250000,2,5
A331,apple,apple iphone 5,1.0,16,unknown,new,unknown,2800.0,PM,kota administrasi jakarta pusat,jakarta,False,2050000,3,5
A332,apple,apple iphone 5,1.0,64,black,new,unknown,2803.0,PM,kota administrasi jakarta timur,jakarta,False,2810000,3,4
A333,apple,apple iphone 5,1.0,16,black,new,yes,2805.0,PM,kota bandung,jawa barat,False,1850000,7,134
A334,apple,apple iphone 5,1.0,32,unknown,new,unknown,2808.0,PM,kota administrasi jakarta barat,jakarta,False,2650000,1,4
A335,apple,apple iphone 5,1.0,64,unknown,new,unknown,2810.0,PM,kota administrasi jakarta utara,jakarta,False,5500000,3,8
A336,apple,apple iphone 5,1.0,16,gold,new,unknown,2800.0,PM,kota administrasi jakarta pusat,jakarta,False,2150000,2,4
A337,apple,apple iphone 6,1.0,16,unknown,new,yes,1990.0,PM,kota administrasi jakarta utara,jakarta,False,2850000,7,12
A338,apple,apple iphone 6,1.0,64,gray,new,unknown,2816.0,PM,kota medan,sumatera utara,False,2300000,3,14
A339,apple,apple iphone 6,1.0,128,gold,new,yes,2820.0,PM,kota administrasi jakarta pusat,jakarta,False,2375000,3,20
A340,apple,apple iphone 6,1.0,32,gold,new,yes,1990.0,PM,kota administrasi jakarta utara,jakarta,False,4000000,4,26
A342,apple,apple iphone 6,1.0,64,unknown,new,yes,1507.0,PM,kab. tangerang,banten,False,5000000,10,112
A344,apple,apple iphone 6,1.0,16,unknown,new,unknown,2865.0,PM,kota administrasi jakarta utara,jakarta,False,5000000,1,11
A345,apple,apple iphone 6,1.0,64,unknown,new,yes,2873.0,PM,kota administrasi jakarta barat,jakarta,False,3650000,3,154
A346,apple,apple iphone 6,1.0,64,gold,new,yes,2338.0,PM,kota administrasi jakarta pusat,jakarta,False,2150000,3,17
A347,apple,apple iphone 6,1.0,16,gold,new,unknown,2881.0,PM,kab. tangerang,banten,False,8700000,1,4
A348,apple,apple iphone 6,1.0,16,gray,new,unknown,2816.0,PM,kota medan,sumatera utara,False,2100000,1,7
A349,apple,apple iphone 6,1.0,128,unknown,new,unknown,2885.0,PM,kota tangerang,jakarta,False,3850000,3,52
A35,apple,apple iphone 5,1.0,16,unknown,new,unknown,125.0,RM,kota surabaya,jawa timur,False,3500000,1,2
A350,apple,apple iphone 6,1.0,128,gray,new,unknown,2816.0,PM,kota medan,sumatera utara,False,3550000,1,4
A351,apple,apple iphone 6,1.0,16,gold,new,yes,2338.0,PM,kota administrasi jakarta pusat,jakarta,False,2050000,1,9
A352,apple,apple iphone 6,1.0,32,gold,new,unknown,2798.0,PM,kota surabaya,jawa timur,False,3800000,10,22
A353,apple,apple iphone 7,2.0,256,black,new,unknown,2914.0,PM,kota surabaya,jawa timur,False,11500000,9,36
A356,apple,apple iphone 7,2.0,128,red,new,unknown,2919.0,PM,kota administrasi jakarta barat,jakarta,False,10700000,1,3
A357,apple,apple iphone 7,4.0,128,black,new,yes,2930.0,PM,kota administrasi jakarta pusat,jakarta,False,8800000,3,20
A358,apple,apple iphone 7,2.0,128,black,new,yes,240.0,PM,kota surabaya,jawa timur,False,8950000,3,4
A359,apple,apple iphone 7,4.0,128,black,new,yes,2939.0,PM,kota administrasi jakarta pusat,jakarta,False,8800000,8,60
A360,apple,apple iphone 7,4.0,128,gold,new,yes,2939.0,PM,kota administrasi jakarta pusat,jakarta,False,8800000,3,30
A362,apple,apple iphone 7,2.0,128,black,new,unknown,2948.0,PM,kota tangerang,jakarta,False,11999000,4,92
A364,apple,apple iphone 7,2.0,128,red,new,yes,2380.0,PM,kota administrasi jakarta barat,jakarta,False,3485000,12,55
A365,apple,apple iphone 7,2.0,128,red,new,unknown,2956.0,PM,kota medan,sumatera utara,False,8300000,5,32
A366,apple,apple iphone 7,2.0,128,unknown,new,yes,2957.0,PM,kota tangerang selatan,banten,False,12250000,1,4
A368,apple,apple iphone 7,2.0,32,black,new,yes,2969.0,PM,kota administrasi jakarta utara,jakarta,False,3699000,21,65
A369,apple,apple iphone 7,4.0,128,red,new,yes,1990.0,PM,kota administrasi jakarta utara,jakarta,False,10499000,3,27
A37,apple,apple iphone 5,1.0,32,white,new,yes,127.0,RM,kota administrasi jakarta barat,jakarta,False,2400000,2,5
A370,apple,apple iphone 7,2.0,128,unknown,new,unknown,2987.0,PM,kota malang,jawa timur,False,4199000,7,20
A371,apple,apple iphone 7,2.0,128,red,new,unknown,2664.0,PM,kota medan,sumatera utara,False,10900000,2,14
A372,apple,apple iphone 7,2.0,256,red,new,yes,2956.0,PM,kota medan,sumatera utara,False,10000000,3,24
